Original_Index,Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Feature9,Feature10,Feature11,Feature12,Feature13,Feature14,Feature15,Feature16,Feature17,Feature18,Feature19,Feature20,Feature21,Feature22,Feature23,Feature24,Feature25,Feature26,Feature27,Feature28,Feature29,Feature30,Feature31,Feature32,Feature33,Feature34,Feature35,Feature36,Feature37,Feature38,Feature39,Feature40,Feature41,Feature42,Feature43,Feature44,Feature45,Feature46,Feature47,Feature48,Feature49,Feature50,Target
0,-0.8622409492569283,-0.39524892677565554,-0.17091828798643702,-1.2804577588284884,0.9153461003672901,-1.2254427492298468,0.4904103576599234,2.179653996023224,-0.06439623874412811,0.04422230466592339,-1.2203253924973196,1.4029937224482516,-0.1251693563804073,0.2846694701413603,-0.1506288541566016,0.22172998461559656,-1.5962305928147933,0.9605173000619314,-1.1524036193609783,-0.5199866749527682,-0.3161768233420737,-0.25325707712630774,-0.2858891224678273,-0.7475721273187771,-0.2399416366034888,0.19626016328771537,-1.3817889626344637,-1.1416220229123597,-0.5580143746289431,0.31789511837293283,-0.27906593551670056,-0.006418517758940519,-1.0753433296276786,-0.40628423460885443,-0.8792286546787761,0.18396114369015978,0.6018179107382355,0.5827465747236925,1.8568743700878814,0.08727618441465296,0.6542574933168283,-0.9525284997282621,-0.12361887742717555,-0.7948316551834673,-0.3288970917277033,-0.38914619771151665,-0.29579300162761646,0.16868133357386367,-1.7726971073689157,-1.2149915633438346,-0.983
1,0.27369365210973406,0.36217262852002224,0.37019899578961263,-0.07649510715792092,2.1101610450395882,-0.7036412139497744,-1.611716350533041,-0.23804141435711962,-0.6813700366608232,-1.9484424689203923,-0.016798384560545217,-2.1712801158799295,0.04151639502378094,-0.4745322720585435,0.02585054365083671,0.22172998461559656,-0.19039111500251593,-1.7877610175095686,0.43271871796535966,0.6571251269505838,-0.5075449791024352,0.7866064547989544,0.20177279506707327,0.1270952378521972,-0.9115177463399363,-1.4935026149983963,0.13385600077140117,-0.4609938704398306,-0.16227021181531173,-1.3016398023388203,-0.0797585500000914,-0.07857726151961476,-0.6605659747914125,-0.023606062447885313,-0.572535361439835,0.5804507952318797,-0.15987520436440592,0.13723391759082898,0.06396857277389445,0.3351237940760365,0.31545219438432853,-0.2701638211177395,0.2767013195055165,0.35309600335969055,0.231812832453778,-0.16169761867720267,0.2654575059949931,0.6506681556210343,-0.22630118154329495,-0.5394884267772455,0.856
2,-0.6359162184343485,-1.0698109009870937,-1.129123944652748,-0.5094268825874059,0.7016638306651916,0.3906511486090058,1.2031485977768512,-0.5101800494570278,0.3010723167097104,-0.19811555800065464,-0.907340819806559,0.26177500907604473,-3.434916498641348,-4.753288573615518,-1.1391368735210503,-2.0390637574605046,1.527398048555028,0.6727577644789893,-0.8828097708813404,0.47936607030956196,1.5744604013689325,1.3457689843824525,-0.7305507907611735,-1.909032409191086,-1.0946748671771491,0.539523963998922,-1.0282369536268579,0.9438303816763003,-2.85414438869158,-3.325295960327989,-0.9346823352423886,-0.2679939638913846,-0.1874407351769563,-0.37812731224249546,-2.34228084436454,-0.32186972618909643,0.7953866820476744,-0.00362670194382641,-4.532389925794691,-3.3751919147354204,-2.7660626673350746,-0.14952476191587916,-1.0395869734559946,-1.4272229401293988,-0.8962557501880165,-1.186706062185552,-0.29579300162761646,-0.5548062540464157,0.3022138817135628,1.1723761449293508,-1.606
3,0.6401241686796251,0.7870935571571487,0.16604521326964258,0.05338442547092453,0.787939301061344,-1.0356063811565253,-0.919027006059346,1.8868091604265835,0.19103877313221063,-0.43456667096682994,0.7870540791128476,-0.3966946715668023,1.0666882386273178,1.1915228615139348,0.5932653163481699,1.5775770664822009,0.4789578795767315,-0.8440961437355478,0.7739059535931178,1.9502138743453343,-0.580685687848542,0.22446437354804866,-0.21943419182178875,-0.0025229131124629364,2.4904005800299367,-0.3584698756839767,2.2078964770110057,0.6804863454422633,0.5651258715053732,0.7220163556503477,0.20976165211877246,0.1875081060978715,0.6256243548843481,0.5753684678910229,1.7871252824597723,0.09505753625683595,-1.1315904363377887,-0.8542501330872105,1.0036985079177771,0.4608972079340521,-0.6289003531164169,0.689293696597056,0.08596704285060508,0.6807480096903722,0.2351371995931939,0.18096508772820485,0.15280864744906966,0.047930950787309336,0.305304613077638,-0.038023216225629076,1.094
4,-2.3031750688273527,1.188643834719233,0.08811554359804111,-1.9989183480531338,-0.21325743679168147,-0.4919388767790023,-0.8007385217642722,0.38906065782962534,1.0654124676319856,0.8556126383714295,-2.5206749660866317,1.0090705117410939,0.3574567081428306,-0.4242678808508256,0.7909669202210597,1.1256280391933329,-0.8545753796853187,0.8137249863637503,-2.3493555607436054,-1.6559104027563714,0.3941897862605248,-0.07746352874925765,-0.658232189764014,-0.789417357157762,-0.49415971689120514,-0.9328711926333884,-0.2147718855480765,-1.8735635353863742,0.6017500099662747,0.7220163556503477,0.4038241064375761,1.2202801261725214,0.455654429660924,0.6790371366035262,0.32407309277400775,0.18702678532579164,1.2105916965064207,2.9304235669679493,-0.33957574148047626,0.7494362161965581,4.860821061967643,-1.7074651123899038,0.42418770784913995,1.1699347464148517,0.5110596721647134,0.40841366676251883,0.15280864744906966,0.16868133357386367,-0.921715738460213,0.7830031579128016,-1.041
5,-0.03130586609402819,0.2623162102902975,0.42727424681670106,-0.24245228773922348,0.2642672598195812,-0.636055491284927,0.6197257345587753,1.0329248923232484,-1.4211491287488351,-0.8486013998951536,-0.9388644458329665,1.2832719623313704,0.9936951318032615,0.8648043186637695,0.4659320799554613,0.22172998461559656,0.48205671751459844,0.6925630766446169,-1.020403311806633,-1.2396940750115397,0.10463273382730764,-1.3686025846258965,-1.229940048998316,1.0129893720043626,-0.05077936426341641,-0.2296230049299135,-2.207071925164753,-1.2684531580103702,1.1053319138036717,0.31789511837293283,-0.6587989542378191,-0.2670919795943762,1.6073909378912896,0.1952500159451773,-0.8792286546787761,0.19928935186831903,0.9589522938041501,1.6867007324720384,1.2892145408442681,0.3647175385132166,-0.6299759254939804,-1.2145414564323027,-0.5505531594745064,0.12282308981959594,0.3071651542805383,-0.8450365810161022,0.04115668145665001,0.16868133357386367,0.3496050959627157,0.007206979235889272,0.176
6,0.21765133781080956,0.43759609335311217,0.22312046429673096,-1.8257456378813397,1.1571180581053455,-0.19277266321842745,0.4994323606993782,-0.39974698014112303,-1.166696559225867,0.5200679054484754,0.6643371063671897,-0.38510869478129767,0.45659659950087716,0.4208021963289293,0.20456385788621723,0.6736790119044647,0.23621557444382546,0.03199766500280229,0.7951602404027158,0.5584905284485534,-0.3292018810639831,-0.37243914382261284,-0.22920697574032384,1.7621210476583826,0.7198817452702118,0.05856121744367831,0.37907731064018635,0.14798921335137982,0.1388615933076571,-0.49187234198294366,0.5989355469959409,-1.5695573044745461,-1.9581721949672541,0.28995966390474825,-0.265842068200894,0.574319511960616,-1.2574101376889237,-0.16960200558155988,0.026873970070846444,0.2352449066005537,-0.6364293597593613,0.1435904522386409,-0.4174827339013124,0.7586512839228421,-0.15381375571846606,0.6358622457968328,0.37710947198741274,0.6506681556210343,0.13531438805350246,0.22450857047492304,0.618
7,0.1012557619591971,-0.4164949732075119,-2.1916016945416246,-1.113469788305687,1.2855280605554327,-0.4342922309766324,-1.076410836858724,0.35257830457347816,-0.7000364413748633,-0.6719989088830725,0.6260584176208376,0.14977723348283323,-4.39907917833224,-3.258970110002742,-1.145838622804877,-1.1351657028827686,-2.4670040533553883,0.3104370536842726,-0.018095891732956733,-0.9893139403525393,0.5494885514063679,-1.37257532018244,-0.7080733877485428,0.05769339324119808,0.5477340688549079,-1.5456315016393534,0.978835454054203,1.9071661024588984,-4.078001015593376,-1.705761039616235,0.016748184039529882,-1.029268710566498,0.1524991152698917,0.35267280917527494,0.8905168282459293,1.1864259585417765,0.38114951144547543,-2.2300980448210534,0.06059633616452645,-1.3739149471711154,-0.6396560768920518,1.348096058957215,-0.41970057432753227,-2.5006842335974016,-0.6014951971598069,0.8066969863815577,-0.01566619409306357,0.8312863752513424,-2.5793779933925407,1.1202630936367317,-0.497
8,-1.6220454027327316,-1.8824721770055979,-1.4704778498339883,0.016275987576968683,-1.63880910461648,-1.3059492718159151,-1.0693937233835924,0.2520053307322078,-0.9269806250034566,0.6525197737075362,0.12843546391826108,-0.3040068572827651,-1.2658228316757347,-0.4839568454099905,-1.6171949891006934,-0.2312676483050323,-1.146899091824095,0.6564475074014136,-0.7049449496852304,0.5400642847723499,-0.5546355724047232,-0.28106622602211223,1.7839865114779032,1.1711847531029635,-0.39007042417497484,0.3418276203228402,1.0231525582473568,2.404808876812924,-1.1144978117987536,0.31789511837293283,0.3954322165210873,-1.2096655699681833,-1.0169954448494882,-0.18742815621579184,0.32407309277400775,1.1956228834486722,-1.258377981545471,-0.7330444837201815,1.2790978310161638,-0.41581747101740896,-0.6396560768920518,2.4517549521242343,-0.6059991701300039,-1.6128160346244003,0.7470897390632419,0.40841366676251883,1.3859647361332048,1.4949061260278682,0.11058853714090094,1.4358911967486316,-0.736
9,1.2964658880651065,1.4988361126243352,0.02006428275805109,-0.4506718559219758,0.6625389080436805,0.4562490559013577,-0.6613986970438038,0.24707528299489062,0.7942583781017184,1.961340457097071,1.1630859038564236,0.20577612127943892,-0.6284949586597208,-0.7038635569437557,1.1428087576219652,0.22172998461559656,0.19283184331368902,1.1236198708376879,1.1050253691531713,-1.414201441592055,0.5003941030699401,0.29299406189842414,-2.3821512729936023,-0.44853182627432503,-0.32101118189209127,2.929584238291851,-1.2350501065282429,0.7327678820475501,0.3128262509969397,0.7220163556503477,1.1737800062754242,-0.6215718083186884,-0.5058172369014295,1.2332165631777725,0.017379799535066784,0.18600490478058102,-1.252570918406188,-0.47097821481849694,-0.9769284606510283,1.1489517660984896,1.2382932943338039,0.6930636671971141,0.7025266813397375,1.1917018377445123,0.2861108290642377,1.3192012081357327,0.8257111210640989,0.16868133357386367,0.05907634773964774,0.28940406831101456,1.053
